incident_num,shooting_date,district,victim_gender,victim_race,multi_victim,v_hispanic_or_latinx,fatal,district_name
202030388,2020-04-30 17:49:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202031103,2020-05-03 22:38:00+00,B2,Male,Black or African American,t,FALSE,TRUE,Roxbury
202031103,2020-05-03 22:38:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202031103,2020-05-03 22:38:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202031077,2020-05-03 20:50:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202031011,2020-05-03 15:45:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
202030889,2020-05-03 00:00:00+00,C11,Male,Unknown,f,FALSE,FALSE,Dorchester
202030776,2020-05-02 12:35:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202033320,2020-05-13 22:59:00+00,C6,Male,Black or African American,f,TRUE,FALSE,South Boston
202033591,2020-05-15 03:30:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202034010,2020-05-16 19:54:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
202034336,2020-05-18 12:03:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202035190,2020-05-21 21:59:00+00,E13,Male,Black or African American,t,FALSE,TRUE,Jamaica Plain
202035190,2020-05-21 21:59:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
202035912,2020-05-24 21:51:46+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202035919,2020-05-24 21:52:37+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202035521,2020-05-23 01:59:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
202036660,2020-05-27 23:55:00+00,B3,Male,Black or African American,t,FALSE,TRUE,Mattapan
202036660,2020-05-27 23:55:00+00,B3,Male,White,t,TRUE,FALSE,Mattapan
202036660,2020-05-27 23:55:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
202036660,2020-05-27 23:55:00+00,B3,Male,Black or African American,t,TRUE,FALSE,Mattapan
202036660,2020-05-27 23:55:00+00,B3,Male,Black or African American,t,TRUE,FALSE,Mattapan
202036664,2020-05-28 00:35:00+00,C6,Male,White,f,TRUE,FALSE,South Boston
202037769,2020-05-31 21:10:00+00,D4,Male,Unknown,f,FALSE,FALSE,South End
202037278,2020-05-30 02:09:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
202038121,2020-06-01 21:08:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202038028,2020-06-01 15:28:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202038422,2020-06-02 21:05:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202038427,2020-06-02 21:30:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
202038748,2020-06-04 02:29:00+00,B3,Male,Black or African American,t,FALSE,TRUE,Mattapan
202038748,2020-06-04 02:29:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
202038707,2020-06-03 22:11:00+00,B3,Female,Unknown,f,FALSE,FALSE,Mattapan
202039519,2020-06-06 23:31:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202039300,2020-06-05 23:16:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202039300,2020-06-05 23:16:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202039300,2020-06-05 23:16:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202039289,2020-06-05 22:30:00+00,C11,Male,White,f,TRUE,FALSE,Dorchester
202039907,2020-06-08 15:40:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202040314,2020-06-09 23:59:00+00,D4,Male,Unknown,f,FALSE,FALSE,South End
202040541,2020-06-10 22:03:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
202040541,2020-06-10 22:03:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
202041368,2020-06-13 15:58:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202041454,2020-06-13 22:33:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
202041438,2020-06-13 21:59:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202041325,2020-06-13 13:54:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202041211,2020-06-13 01:54:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202041944,2020-06-15 22:02:00+00,E5,Male,Black or African American,f,FALSE,FALSE,West Roxbury
202042670,2020-06-18 15:17:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
202042673,2020-06-18 15:07:00+00,D4,Male,White,f,FALSE,FALSE,South End
202043039,2020-06-19 22:39:00+00,A7,Male,Unknown,f,FALSE,FALSE,East Boston
202043886,2020-06-23 02:33:00+00,A7,Male,White,f,TRUE,FALSE,East Boston
202043876,2020-06-23 01:51:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202044494,2020-06-24 22:53:00+00,A7,Male,Black or African American,t,TRUE,FALSE,East Boston
202044494,2020-06-24 10:53:00+00,A7,Male,Black or African American,t,TRUE,FALSE,East Boston
202045473,2020-06-28 16:09:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202044982,2020-06-26 17:45:00+00,E18,Male,Unknown,f,FALSE,FALSE,Hyde Park
202045752,2020-06-29 18:35:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202045639,2020-06-29 12:09:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202046020,2020-06-30 19:30:00+00,B2,Male,Black or African American,t,TRUE,TRUE,Roxbury
202046020,2020-06-30 19:30:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202046020,2020-06-30 19:30:00+00,B2,Male,Black or African American,t,TRUE,FALSE,Roxbury
202046079,2020-07-01 00:23:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202046053,2020-06-30 21:32:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202046372,2020-07-01 22:16:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202046395,2020-07-02 00:19:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202046393,2020-07-02 00:05:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202046657,2020-07-02 22:01:00+00,B2,Male,White,t,TRUE,TRUE,Roxbury
202046657,2020-07-02 22:01:00+00,B2,Male,White,t,TRUE,FALSE,Roxbury
202046657,2020-07-02 22:01:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202047204,2020-07-05 03:10:00+00,C11,Female,Black or African American,f,FALSE,TRUE,Dorchester
202046620,2020-07-02 20:14:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202046959,2020-07-04 00:17:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202047186,2020-07-05 00:17:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
202047188,2020-07-05 01:28:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202047194,2020-07-05 02:09:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202046946,2020-07-03 23:03:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202047141,2020-07-04 21:28:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202047141,2020-07-04 21:28:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
202048558,2020-07-10 00:07:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
202048558,2020-07-10 11:58:06+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
202048537,2020-07-09 21:09:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
202048537,2020-07-09 21:09:00+00,C11,Male,Black or African American,t,TRUE,FALSE,Dorchester
202048544,2020-07-09 21:31:00+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
202048412,2020-07-09 13:06:00+00,C6,Male,Black or African American,f,TRUE,FALSE,South Boston
202049124,2020-07-12 01:58:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202049078,2020-07-12 00:49:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
202049318,2020-07-13 04:44:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
202049270,2020-07-12 22:04:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202049500,2020-07-13 18:11:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202049803,2020-07-14 21:14:00+00,B2,Male,White,f,FALSE,TRUE,Roxbury
202051124,2020-07-19 23:18:00+00,B2,Male,Unknown,f,FALSE,FALSE,Roxbury
202051043,2020-07-19 16:42:00+00,B3,Male,Black or African American,t,FALSE,TRUE,Mattapan
202051043,2020-07-19 16:42:00+00,B3,Male,Black or African American,t,FALSE,TRUE,Mattapan
202050678,2020-07-18 02:10:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202050662,2020-07-17 23:46:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202051404,2020-07-21 01:25:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202051655,2020-07-21 20:52:00+00,C11,Female,Black or African American,f,FALSE,FALSE,Dorchester
202051902,2020-07-22 17:55:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202051902,2020-07-22 17:55:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
202052824,2020-07-26 02:41:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
202052824,2020-07-26 02:41:00+00,E13,Female,Black or African American,t,FALSE,FALSE,Jamaica Plain
202052816,2020-07-26 02:08:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
202052804,2020-07-26 01:58:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202052556,2020-07-25 00:15:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202053270,2020-07-27 20:06:00+00,B3,Female,Black or African American,f,TRUE,FALSE,Mattapan
202053871,2020-07-29 23:10:35+00,C11,Male,White,f,TRUE,TRUE,Dorchester
202053863,2020-07-29 22:04:41+00,B3,Male,White,f,TRUE,FALSE,Mattapan
202053909,2020-07-30 02:48:42+00,E13,Male,Black or African American,f,TRUE,FALSE,Jamaica Plain
202053920,2020-07-30 03:29:06+00,B2,Male,White,f,TRUE,FALSE,Roxbury
202054954,2020-08-02 21:12:08+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202054637,2020-08-01 17:56:04+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202054726,2020-08-02 01:10:25+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
202054381,2020-07-31 19:40:14+00,E5,Male,Black or African American,f,FALSE,FALSE,West Roxbury
202055359,2020-08-04 12:04:42+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
202055998,2020-08-06 21:12:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202056828,2020-08-09 02:01:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202056825,2020-08-09 01:24:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202056804,2020-08-08 23:05:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202056804,2020-08-08 23:05:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202057391,2020-08-11 02:33:00+00,C6,Male,Black or African American,f,TRUE,FALSE,South Boston
202057180,2020-08-10 13:20:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
202058784,2020-08-16 00:47:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202058734,2020-08-15 20:55:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202058495,2020-08-14 22:06:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202060224,2020-08-21 00:04:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202060497,2020-08-21 11:40:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202060815,2020-08-23 02:10:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202061279,2020-08-24 20:02:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202061776,2020-08-26 16:21:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202061868,2020-08-26 22:43:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
202062150,2020-08-27 23:30:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202062720,2020-08-30 02:40:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202062950,2020-08-30 22:42:00+00,A7,Male,Black or African American,f,TRUE,FALSE,East Boston
202062983,2020-08-31 00:42:00+00,E18,Male,Black or African American,t,TRUE,FALSE,Hyde Park
202062983,2020-08-31 00:42:00+00,E18,Male,White,t,TRUE,FALSE,Hyde Park
202062978,2020-08-31 00:27:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202064687,2020-09-05 17:29:39+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202064507,2020-09-04 23:13:29+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202064647,2020-09-05 14:20:37+00,E18,Male,White,f,TRUE,FALSE,Hyde Park
202064756,2020-09-05 20:56:43+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202064764,2020-09-05 22:21:58+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202064760,2020-09-05 22:29:48+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202064786,2020-09-06 00:01:49+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202064795,2020-09-06 01:56:51+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
202064913,2020-09-06 15:43:41+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202065181,2020-09-07 16:13:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202065268,2020-09-07 23:03:18+00,C6,Male,Black or African American,f,TRUE,FALSE,South Boston
202065280,2020-09-08 00:30:00+00,C11,Male,Black or African American,f,TRUE,FALSE,Dorchester
202068185,2020-09-17 19:28:00+00,A15,Male,Unknown,t,FALSE,TRUE,Charlestown
202068185,2020-09-17 19:28:00+00,A15,Male,Black or African American,t,TRUE,TRUE,Charlestown
202069241,2020-09-21 20:08:00+00,E5,Male,Black or African American,f,FALSE,FALSE,West Roxbury
202068459,2020-09-18 19:45:00+00,D4,Male,Black or African American,t,TRUE,TRUE,South End
202068459,2020-09-18 19:45:00+00,D4,Male,White,t,TRUE,FALSE,South End
202068459,2020-09-18 19:45:00+00,D4,Male,Black or African American,t,FALSE,FALSE,South End
202068361,2020-09-18 14:15:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202068706,2020-09-18 19:24:00+00,D14,Male,Unknown,f,FALSE,FALSE,Brighton
202068747,2020-09-19 21:50:00+00,D4,Female,Black or African American,f,FALSE,FALSE,South End
202069497,2020-09-22 20:08:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202069804,2020-09-23 22:16:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202070078,2020-09-24 22:03:30+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
202070114,2020-09-25 01:15:00+00,C6,Male,White,f,TRUE,FALSE,South Boston
202070693,2020-09-27 01:17:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
202070405,2020-09-26 01:15:00+00,B3,Male,White,f,FALSE,FALSE,Mattapan
202071598,2020-09-29 23:00:00+00,E5,Male,White,f,TRUE,FALSE,West Roxbury
202071462,2020-09-29 14:50:00+00,B3,Male,Black or African American,f,TRUE,FALSE,Mattapan
202072972,2020-10-04 20:23:00+00,E5,Male,Unknown,f,FALSE,FALSE,West Roxbury
202072660,2020-10-01 02:00:00+00,C11,Male,White,f,FALSE,FALSE,Dorchester
202072285,2020-10-02 12:33:00+00,B3,Male,White,f,TRUE,FALSE,Mattapan
202074518,2020-10-10 23:43:59+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202075514,2020-10-13 21:25:41+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202075740,2020-10-14 17:24:36+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202076328,2020-10-16 15:29:00+00,C11,Male,White,f,TRUE,FALSE,Dorchester
202077480,2020-10-20 20:09:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202077762,2020-10-21 18:45:00+00,E13,Male,Black or African American,f,FALSE,TRUE,Jamaica Plain
202078143,2020-10-22 22:52:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202078143,2020-10-22 22:52:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202078143,2020-10-22 22:52:00+00,B2,Female,Black or African American,t,TRUE,FALSE,Roxbury
202078143,2020-10-22 22:52:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202078749,2020-10-25 00:09:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
202078757,2020-10-25 01:29:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202078214,2020-10-23 10:23:00+00,B2,Male,White,f,FALSE,FALSE,Roxbury
202079474,2020-10-27 14:46:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
202079594,2020-10-27 21:33:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202080693,2020-11-01 02:29:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202079520,2020-10-27 15:54:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
202081438,2020-11-04 03:20:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202081374,2020-11-03 19:30:00+00,C6,Male,Black or African American,f,FALSE,FALSE,South Boston
202081301,2020-11-03 14:46:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
P200559783,2020-11-05 23:22:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
202082464,2020-11-08 00:38:00+00,B3,Male,White,t,TRUE,FALSE,Mattapan
202082464,2020-11-08 00:38:00+00,B3,Male,Black or African American,t,TRUE,FALSE,Mattapan
202082464,2020-11-08 00:38:00+00,B3,Male,Unknown,t,FALSE,FALSE,Mattapan
202082172,2020-11-06 23:00:00+00,E13,Male,White,t,TRUE,TRUE,Jamaica Plain
202082172,2020-11-06 23:00:00+00,E13,Male,White,t,TRUE,FALSE,Jamaica Plain
202082172,2020-11-06 23:00:00+00,E13,Male,White,t,TRUE,FALSE,Jamaica Plain
202082690,2020-11-09 00:32:00+00,D14,Male,Unknown,t,FALSE,FALSE,Brighton
202082690,2020-11-09 00:32:00+00,D14,Male,Black or African American,t,FALSE,FALSE,Brighton
202082690,2020-11-09 00:32:00+00,D14,Male,White,t,FALSE,FALSE,Brighton
202082657,2020-11-08 21:42:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
202082657,2020-11-08 21:42:00+00,B3,Male,Unknown,t,FALSE,FALSE,Mattapan
202082187,2020-11-07 00:37:00+00,C11,Male,Black or African American,f,TRUE,FALSE,Dorchester
202082190,2020-11-07 00:57:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
202082631,2020-11-08 19:30:00+00,B2,Female,Black or African American,f,TRUE,FALSE,Roxbury
202084481,2020-11-15 22:04:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202084756,2020-11-16 22:12:00+00,E18,Male,White,f,TRUE,TRUE,Hyde Park
202086319,2020-11-22 20:15:00+00,E13,Female,Unknown,f,FALSE,FALSE,Jamaica Plain
202086079,2020-11-21 17:52:00+00,C11,Male,White,f,TRUE,FALSE,Dorchester
202087123,2020-11-25 23:10:16+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202087271,2020-11-26 23:30:07+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202088035,2020-11-30 13:30:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202088466,2020-12-01 20:30:00+00,C11,Male,Black or African American,f,TRUE,FALSE,Dorchester
202089065,2020-12-04 02:16:00+00,C11,Male,Unknown,f,FALSE,FALSE,Dorchester
202089501,2020-12-05 19:46:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
202089435,2020-12-05 14:40:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202089242,2020-12-04 17:14:00+00,A7,Male,White,f,FALSE,FALSE,East Boston
202090270,2020-12-09 03:04:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202090503,2020-12-09 23:39:00+00,E18,Male,Black or African American,f,TRUE,FALSE,Hyde Park
202090764,2020-12-10 22:21:12+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202090771,2020-12-11 00:43:08+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202091439,2020-12-13 19:30:06+00,E18,Male,Black or African American,f,FALSE,TRUE,Hyde Park
202092123,2020-12-16 16:33:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202093583,2020-12-22 18:38:00+00,E5,Male,Black or African American,t,FALSE,FALSE,West Roxbury
202093583,2020-12-22 18:38:00+00,E5,Male,Black or African American,t,FALSE,FALSE,West Roxbury
202094487,2020-12-27 01:48:19+00,B3,Male,White,f,TRUE,FALSE,Mattapan
212000179,2021-01-01 17:37:00+00,B2,Female,Black or African American,f,TRUE,FALSE,Roxbury
212000130,2021-01-01 12:47:00+00,E18,Male,Black or African American,f,TRUE,FALSE,Hyde Park
212000047,2021-01-01 04:42:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212001090,2021-01-06 12:26:00+00,B3,Male,Black or African American,f,TRUE,TRUE,Mattapan
212003106,2021-01-14 21:13:00+00,C11,Male,Black or African American,f,TRUE,FALSE,Dorchester
212003327,2021-01-15 18:47:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
212003704,2021-01-17 18:15:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212004677,2021-01-22 12:30:00+00,C11,Female,Black or African American,f,FALSE,TRUE,Dorchester
212007684,2021-02-04 22:03:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
212008158,2021-02-06 22:48:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
212009008,2021-02-10 20:48:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212009034,2021-02-11 00:15:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
212009692,2021-02-13 19:30:00+00,E13,Male,Unknown,f,FALSE,FALSE,Jamaica Plain
212011290,2021-02-21 02:40:00+00,E18,Male,Black or African American,f,TRUE,FALSE,Hyde Park
212011355,2021-02-21 14:06:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
212012349,2021-02-25 18:22:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212014051,2021-03-04 21:29:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212014694,2021-03-07 20:42:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
212014948,2021-03-08 21:02:00+00,C6,Male,White,f,FALSE,FALSE,South Boston
212015585,2021-03-11 14:52:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
212017427,2021-03-19 00:07:00+00,B2,Male,Unknown,f,FALSE,FALSE,Roxbury
212017827,2021-03-20 16:25:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212017718,2021-03-20 03:21:00+00,A15,Male,Black or African American,f,FALSE,TRUE,Charlestown
212018335,2021-03-22 17:08:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212019752,2021-03-28 04:32:00+00,C6,Male,White,f,FALSE,FALSE,South Boston
212019379,2021-03-25 17:33:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
212020442,2021-03-31 01:24:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212020253,2021-03-30 12:18:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212020978,2021-04-01 00:00:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212021216,2021-04-03 01:22:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212023091,2021-04-10 17:56:00+00,C11,Female,Black or African American,f,FALSE,TRUE,Dorchester
212022933,2021-04-09 21:59:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
212022933,2021-04-09 21:59:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
212023645,2021-04-12 20:22:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212023896,2021-04-13 19:04:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212024157,2021-04-14 18:34:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212024344,2021-04-15 13:50:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
212024632,2021-04-16 19:06:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212025292,2021-04-19 18:49:00+00,E18,Male,Black or African American,f,TRUE,FALSE,Hyde Park
212025339,2021-04-19 21:11:00+00,C6,Male,Black or African American,f,FALSE,FALSE,South Boston
212025545,2021-04-20 18:39:00+00,C6,Female,Black or African American,f,FALSE,FALSE,South Boston
212026089,2021-04-23 00:23:00+00,C11,Male,Unknown,f,FALSE,FALSE,Dorchester
212026804,2021-04-25 21:59:00+00,C11,Male,Unknown,f,FALSE,FALSE,Dorchester
212026582,2021-04-25 00:16:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
212026582,2021-04-25 00:16:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
212026560,2021-04-24 21:42:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212026594,2021-04-25 01:06:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212027556,2021-04-28 18:44:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
212028492,2021-05-02 19:22:00+00,B3,Female,Unknown,f,TRUE,FALSE,Mattapan
212029313,2021-05-06 01:00:00+00,B2,Female,White,f,TRUE,FALSE,Roxbury
212031599,2021-05-14 21:18:32+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212031605,2021-05-14 21:16:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
212031608,2021-05-14 22:09:14+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212031495,2021-05-14 13:11:36+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212032369,2021-05-17 19:20:30+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212032657,2021-05-18 20:38:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
212033817,2021-05-22 22:00:51+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212033989,2021-05-23 16:25:24+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
212033400,2021-05-21 13:45:32+00,A1,Male,Black or African American,f,FALSE,FALSE,Downtown
212034069,2021-05-23 22:48:58+00,B2,Male,Unknown,t,FALSE,TRUE,Roxbury
212034069,2021-05-23 22:48:08+00,B2,Male,White,t,TRUE,FALSE,Roxbury
212034069,2021-05-23 22:48:41+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
212034323,2021-05-24 22:04:44+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
212034237,2021-05-24 16:20:20+00,C11,Male,White,f,FALSE,FALSE,Dorchester
